name,description,signature,threat_score,color,background_color,link,CVE,CVSS,,
Phishing,Known Phishing Link Detected,ellagepe\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,promrespcomptirabni\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cotiring\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sembdistchingnu\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cradinwatpu\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,quelocmarl\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,orcombindscoothauri\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cotagcbid\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mifiding\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,miedanapune\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kansdeledis\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pechelslacthesicgeo\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,beauliajau\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,cabeluabcudd\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tasualefhyoscom\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,noenusclecor\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ingioduclinksa\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,coabircatubifee\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,innercousi\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,icabrothmi\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fighdenmetennomu\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,eletes\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,siaharterp\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,risbeaufeback\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pectilida\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,puddhampfurtige\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,iderinal\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,syldiskbacklophosid\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,inibten\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,slipsoze\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,saaprivtitisituc\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,forcomor\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,proseleceph\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,madesgandforga\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,isafhomaty\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,carrerihamniri\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tuibarede\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,confvincwindporare\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,weicontirenews\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,riescepouvinhounis\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,violanellinkbas\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,arapincred\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,baonalalen\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,wealthsujaveznu\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,unmorborglerwfe\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rhytoglemetafless\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ganadisneu\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,duplegahawde\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,desclygesmitati\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,diepemoweets\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tardalachoku\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,hochsosorptire\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,webslenthassbiscongver\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,oxratepar\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pioberkklarthei\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lalisuvi\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,conshramincadlockspeed\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,precjabrolissakos\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tratedteetenre\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,umcomgastzin\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,efwexilagpoca\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,enundether\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,concata\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,relestilcgetur\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,reappperlodermo\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,decaftomous\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,valhitchlapudun\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lunakhi\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,unaptravchowile\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kausiopoto\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,saivessorpcib\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,atsaulea\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,adanemtmaketil\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,guesuviwa\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gingfillo\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,stabinbracetmanli\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rkytladicpare\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bankpestrestbannantka\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,seigersmicro\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,manmapitafec\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,guiconnuemidenet\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,querasucremp\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,consdornlurenroethe\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ponecar\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lamesalbacknut\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,roumefu\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,prosjoone\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,forthapfa\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tiveta\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,songplanvi\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bowchigisi\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dropfilub\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,treadunak\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gitave\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lamtiresxi\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ertaxpho\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,rahutibmodi\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,garbtica\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,verlosupp\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ninsiringheag\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,creatidatis\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dislingli\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lebminoconmo\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,arpulcabantaga\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lankerenscon\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,riepara\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,casttedmikyle\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,termatar\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fockcandcohelstoncons\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tracladteimaudan\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,quoriddcolefa\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,guanconspire\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,steenatpleas\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,raihosreworlbeasack\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sveserrekanbei\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nighvertayrase\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,imungutaverloy\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ilnodyspleszu\.cf,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,reitecidimaro\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lobekopboco\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,itolamrie\.gq,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dytizegalac\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ciablaligerelty\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ecufunli\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,thunhuastrearsade\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,riepaltanosele\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ningdumbstylemsposoj\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,beschcepruicatsuppmond\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,padnole\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,juiditphe\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,betrycoogulla\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bigdovosahandpa\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,groupagburnau\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,taledalens\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,roundcompbelgcounwall\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,centnamolankeexi\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,spikelathinacen\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,judedisdurch\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,toyquinusbi\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tipancnordme\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,verrimissprecwhat\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,erpacycburo\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,prodanrektau\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,drosterrarasapp\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,racdebotida\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tatetenbse\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,staticpomdemacse\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bezboocomboirinal\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,meocare\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dasyndronmaifide\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,backlaronnewshinpae\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,hoceconbopon\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kingbeldia\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,pingimic\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,itesromagri\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,wrinhenssporilales\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tamursasedext\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,titergpenensnira\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,highpencilalab\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,geogucmehah\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,proptajaterslanca\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,diapharsynchwim\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,viemensakerw\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,browonca\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,weegolesningma\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,exutethprudav\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ectoiplotbepideg\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,sirolnonpneere\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,perboostmen\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,arertiora\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tymczanlitempro\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,icmanet\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,farmwikobam\.ga,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,diabirdlovarasa\.gq,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,theocemusde\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,intiutobarojo\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dyalirihogfiman\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dufttipoutocypil\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,browpersdownmeddia\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,battbusade\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ticmidi\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,predadcolsi\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fienenmimittehan\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,neiwintaiwaconling\.ga,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,raikokbenittosob\.ga,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,anpreden\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,garconsmaphpie\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,inexsulatpe\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,smalorriotrafur\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,phreakicat\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,reipabvindcomlabar\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tinggosehhy\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,mosychnicol\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lifooraho\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,drouhtokeesyn\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,moliburlytu\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,puehamfits\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,divulma\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,meachiwamecip\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,reicormauliplili\.cf,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,matsiestis\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,lesmicowalas\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,loundmentsillirube\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ponofort\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,atbladponcondlen\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,trinhenria\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fromtuwisyde\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,taheananabuffni\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,scisrecadoub\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,satingcouldthuglickmidd\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ecoponimcula\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,phlebcorrnirescmethchoo\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,xaychannauvo\.ga,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,kelecineanobchee\.tk,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nyoukasearchtubapar\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,horsioschool\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,ealtiosomi\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,herdmurti\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,bayropbactdeckcar\.tk,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,beditunsapor\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dogbgunrandnere\.ml,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,fluxrattxecattiasi\.gq,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,feitrucdormand\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,tradlinkverzbathpeigozd\.ml,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,deathttumochaverfa\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,keytextless\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,towntodymate\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,zeilectcomprundpu\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,minemo\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,faponspegest\.tk,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,carwanakages\.ml,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,zingclenanexras\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,primeasver\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,gotfmorvederpho\.ml,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,amperangosina\.gq,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,dercamo\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,subdstaphtade\.tk,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,eqaradmislu\.cf,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,terslitinemostu\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,xukimireru\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,unebas\.ml,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,castichabbecu\.ga,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,territabticonsmag\.cf,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,nifibemoo\.tk,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,opjoejanscafabel\.cf,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing Link Detected,aklilectemo\.gq,7,#00000A,#ff00004a,N/A,N/A,N/A,,
